,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day
23642,5.0,3.0,2.0,0.0,4.0,5.0,4,2020-04-08,10:25:00
23643,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
23644,3.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,15:10:00
23645,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:45:00
23646,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,10:20:00
23647,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,13:00:00
23648,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:30:00
23649,4.0,3.0,3.0,0.0,2.0,4.0,4,2020-04-08,09:05:00
23650,5.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,11:15:00
23651,4.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,09:20:00
23652,3.0,3.0,4.0,0.0,1.0,7.0,4,2020-04-08,09:35:00
23653,4.0,2.0,2.0,0.0,3.0,5.0,4,2020-04-08,12:50:00
23654,5.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:45:00
23655,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:55:00
23656,3.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:45:00
23657,4.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:10:00
23658,4.0,4.0,3.0,0.0,3.0,5.0,4,2020-04-08,10:00:00
23659,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:30:00
23660,4.0,3.0,4.0,0.0,3.0,7.0,4,2020-04-08,15:50:00
23661,4.0,2.0,2.0,0.0,1.0,5.0,4,2020-04-08,08:45:00
23662,3.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,10:45:00
23663,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,11:00:00
23664,5.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:40:00
23665,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,08:50:00
23666,4.0,3.0,2.0,0.0,4.0,5.0,4,2020-04-08,12:00:00
23667,4.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,12:20:00
23668,3.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:20:00
23669,3.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,12:15:00
23670,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,08:50:00
23671,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,14:30:00
23672,4.0,4.0,4.0,0.0,1.0,6.0,4,2020-04-08,10:40:00
23673,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:35:00
23674,3.0,3.0,4.0,0.0,2.0,5.0,4,2020-04-08,09:05:00
23675,4.0,2.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:10:00
23676,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,10:15:00
23677,4.0,3.0,3.0,0.0,2.0,8.0,4,2020-04-08,08:40:00
23678,5.0,3.0,3.0,0.0,2.0,8.0,4,2020-04-08,08:50:00
23679,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,09:35:00
23680,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:30:00
23681,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:20:00
23682,5.0,3.0,3.0,0.0,1.0,4.0,4,2020-04-08,14:15:00
23683,3.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,12:35:00
23684,3.0,3.0,3.0,0.0,1.0,5.0,4,2020-04-08,12:20:00
23685,4.0,3.0,3.0,0.0,2.0,4.0,4,2020-04-08,09:35:00
23686,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
23687,4.0,4.0,2.0,0.0,3.0,7.0,4,2020-04-08,09:40:00
23688,4.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,10:25:00
23689,3.0,4.0,2.0,0.0,3.0,6.0,4,2020-04-08,09:50:00
23690,4.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,13:45:00
23691,5.0,3.0,3.0,0.0,1.0,5.0,4,2020-04-08,09:45:00
23692,3.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:10:00
23693,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:05:00
23694,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,13:00:00
23695,3.0,5.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:40:00
23696,3.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,11:20:00
23697,3.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,11:00:00
23698,4.0,3.0,4.0,0.0,3.0,5.0,4,2020-04-08,10:20:00
23699,5.0,2.0,3.0,0.0,1.0,7.0,4,2020-04-08,12:00:00
23700,3.0,2.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:10:00
23701,5.0,4.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:50:00
23702,4.0,2.0,3.0,0.0,1.0,5.0,4,2020-04-08,09:00:00
23703,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,13:35:00
23704,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:40:00
23705,3.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
23706,4.0,4.0,2.0,0.0,1.0,6.0,4,2020-04-08,12:50:00
23707,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:05:00
23708,4.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:45:00
23709,3.0,4.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:55:00
23710,5.0,3.0,3.0,0.0,4.0,6.0,4,2020-04-08,13:05:00
23711,3.0,2.0,2.0,0.0,1.0,5.0,4,2020-04-08,09:10:00
23712,4.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,09:35:00
23713,3.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:55:00
23714,3.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,08:35:00
23715,4.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:35:00
23716,4.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:15:00
23717,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:35:00
23718,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:05:00
23719,3.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,10:00:00
23720,3.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23721,2.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:45:00
23722,5.0,2.0,2.0,0.0,1.0,7.0,4,2020-04-08,10:15:00
23723,4.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,10:15:00
23724,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:45:00
23725,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,11:15:00
23726,3.0,3.0,1.0,0.0,2.0,5.0,4,2020-04-08,11:50:00
23727,4.0,4.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:15:00
23728,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,11:50:00
23729,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,10:25:00
23730,5.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:20:00
23731,5.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:10:00
23732,4.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,12:10:00
23733,4.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:55:00
23734,4.0,5.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:35:00
23735,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:35:00
23736,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:05:00
23737,3.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:40:00
23738,5.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:40:00
23739,5.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:30:00
23740,4.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:50:00
23741,5.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,10:25:00
23742,4.0,3.0,4.0,0.0,2.0,8.0,4,2020-04-08,09:40:00
23743,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
23744,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:35:00
23745,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:55:00
23746,5.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,13:45:00
23747,4.0,3.0,2.0,0.0,3.0,7.0,4,2020-04-08,10:20:00
23748,4.0,2.0,4.0,0.0,1.0,6.0,4,2020-04-08,11:10:00
23749,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:55:00
23750,5.0,3.0,3.0,0.0,1.0,7.0,4,2020-04-08,09:40:00
23751,5.0,3.0,4.0,0.0,1.0,5.0,4,2020-04-08,13:15:00
23752,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
23753,5.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,10:55:00
23754,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:50:00
23755,3.0,4.0,2.0,0.0,2.0,5.0,4,2020-04-08,10:05:00
23756,4.0,3.0,3.0,0.0,1.0,5.0,4,2020-04-08,09:10:00
23757,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,14:30:00
23758,4.0,3.0,3.0,0.0,4.0,6.0,4,2020-04-08,14:55:00
23759,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,11:00:00
23760,4.0,4.0,3.0,3.0,3.0,6.0,4,2020-04-08,09:15:00
23761,5.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,08:50:00
23762,3.0,3.0,3.0,0.0,1.0,5.0,4,2020-04-08,10:10:00
23763,3.0,2.0,2.0,0.0,1.0,6.0,4,2020-04-08,09:40:00
23764,5.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,12:45:00
23765,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:45:00
23766,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:50:00
23767,5.0,2.0,4.0,0.0,1.0,8.0,4,2020-04-08,09:45:00
23768,5.0,2.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:25:00
23769,3.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,11:00:00
23770,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,13:30:00
23771,3.0,4.0,4.0,0.0,3.0,6.0,4,2020-04-08,14:10:00
23772,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:30:00
23773,3.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,09:05:00
23774,4.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:40:00
23775,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:15:00
23776,4.0,2.0,3.0,3.0,1.0,6.0,4,2020-04-08,12:25:00
23777,4.0,2.0,4.0,0.0,2.0,5.0,4,2020-04-08,09:10:00
23778,5.0,3.0,2.0,0.0,3.0,7.0,4,2020-04-08,12:20:00
23779,4.0,4.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:50:00
23780,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:30:00
23781,2.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:10:00
23782,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:50:00
23783,5.0,4.0,4.0,0.0,2.0,5.0,4,2020-04-08,09:45:00
23784,4.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:15:00
23785,4.0,3.0,3.0,0.0,1.0,5.0,4,2020-04-08,10:50:00
23786,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:15:00
23787,3.0,4.0,4.0,0.0,2.0,5.0,4,2020-04-08,13:35:00
23788,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:30:00
23789,5.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,10:30:00
23790,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:30:00
23791,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:00:00
23792,5.0,2.0,4.0,0.0,1.0,6.0,4,2020-04-08,08:55:00
23793,3.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:00:00
23794,3.0,4.0,2.0,0.0,2.0,5.0,4,2020-04-08,08:55:00
23795,3.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:50:00
23796,3.0,3.0,3.0,0.0,4.0,6.0,4,2020-04-08,10:00:00
23797,4.0,3.0,4.0,7.0,2.0,6.0,4,2020-04-08,08:55:00
23798,4.0,2.0,3.0,0.0,1.0,5.0,4,2020-04-08,10:50:00
23799,5.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,08:55:00
23800,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,12:45:00
23801,4.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,10:35:00
23802,3.0,1.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:45:00
23803,5.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:35:00
23804,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,11:30:00
23805,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,13:50:00
23806,4.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,08:40:00
23807,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,12:10:00
23808,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:10:00
23809,3.0,4.0,4.0,0.0,0.0,6.0,4,2020-04-08,09:40:00
23810,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,14:05:00
23811,4.0,1.0,2.0,0.0,1.0,7.0,4,2020-04-08,09:40:00
23812,4.0,3.0,4.0,0.0,3.0,5.0,4,2020-04-08,10:30:00
23813,5.0,4.0,3.0,0.0,1.0,5.0,4,2020-04-08,10:40:00
23814,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:40:00
23815,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,17:30:00
23816,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:05:00
23817,5.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,09:35:00
23818,3.0,2.0,4.0,0.0,1.0,5.0,4,2020-04-08,10:20:00
23819,3.0,3.0,4.0,0.0,2.0,5.0,4,2020-04-08,09:10:00
23820,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:45:00
23821,4.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:25:00
23822,4.0,4.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:45:00
23823,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
23824,5.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:45:00
23825,4.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:05:00
23826,4.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:00:00
23827,5.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,10:10:00
23828,3.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:45:00
23829,5.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:00:00
23830,4.0,3.0,4.0,0.0,4.0,7.0,4,2020-04-08,08:50:00
23831,5.0,2.0,4.0,8.0,2.0,7.0,4,2020-04-08,11:30:00
23832,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:10:00
23833,3.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:15:00
23834,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,12:30:00
23835,4.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
23836,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
23837,4.0,4.0,3.0,0.0,1.0,7.0,4,2020-04-08,09:20:00
23838,4.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:40:00
23839,4.0,4.0,2.0,0.0,3.0,6.0,4,2020-04-08,11:55:00
23840,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:50:00
23841,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,11:45:00
23842,5.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:35:00
23843,3.0,4.0,3.0,0.0,1.0,7.0,4,2020-04-08,11:45:00
23844,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:50:00
23845,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:55:00
23846,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
23847,5.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:25:00
23848,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:35:00
23849,5.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:20:00
23850,4.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:10:00
23851,3.0,1.0,3.0,0.0,2.0,7.0,4,2020-04-08,12:25:00
23852,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:50:00
23853,4.0,3.0,3.0,0.0,2.0,8.0,4,2020-04-08,08:45:00
23854,5.0,2.0,4.0,0.0,2.0,7.0,4,2020-04-08,08:50:00
23855,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
23856,4.0,2.0,2.0,0.0,1.0,7.0,4,2020-04-08,09:10:00
23857,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,15:10:00
23858,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:45:00
23859,6.0,4.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:45:00
23860,4.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:00:00
23861,5.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,10:10:00
23862,5.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,08:45:00
23863,5.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,08:55:00
23864,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:00:00
23865,4.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,09:55:00
23866,4.0,3.0,1.0,0.0,3.0,6.0,4,2020-04-08,11:40:00
23867,5.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:35:00
23868,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,08:50:00
23869,5.0,2.0,4.0,0.0,2.0,5.0,4,2020-04-08,09:30:00
23870,3.0,2.0,2.0,0.0,2.0,7.0,4,2020-04-08,10:30:00
23871,5.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:10:00
23872,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
23873,4.0,2.0,2.0,0.0,3.0,5.0,4,2020-04-08,09:10:00
23874,5.0,4.0,2.0,0.0,3.0,6.0,4,2020-04-08,09:15:00
23875,4.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:05:00
23876,5.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:00:00
23877,4.0,3.0,2.0,0.0,3.0,7.0,4,2020-04-08,10:20:00
23878,5.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,08:40:00
23879,3.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,10:25:00
23880,5.0,2.0,2.0,0.0,0.0,5.0,4,2020-04-08,09:10:00
23881,4.0,4.0,4.0,0.0,1.0,5.0,4,2020-04-08,13:20:00
23882,4.0,4.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:00:00
23883,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
23884,5.0,4.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:50:00
23885,3.0,3.0,3.0,10.0,3.0,6.0,4,2020-04-08,09:15:00
23886,5.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:50:00
23887,4.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,09:20:00
23888,3.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:20:00
23889,5.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:15:00
23890,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:45:00
23891,4.0,4.0,2.0,0.0,3.0,5.0,4,2020-04-08,10:55:00
23892,3.0,4.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:15:00
23893,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:10:00
23894,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
23895,3.0,4.0,3.0,0.0,3.0,6.0,4,2020-04-08,15:00:00
23896,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:00:00
23897,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:30:00
23898,3.0,1.0,3.0,0.0,4.0,4.0,4,2020-04-08,10:30:00
23899,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:10:00
23900,4.0,2.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:00:00
23901,5.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,13:40:00
23902,5.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:30:00
23903,3.0,5.0,4.0,0.0,1.0,6.0,4,2020-04-08,10:00:00
23904,4.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,08:45:00
23905,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,11:15:00
23906,4.0,1.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:15:00
23907,4.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,11:00:00
23908,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,11:15:00
23909,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:25:00
23910,5.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:50:00
23911,4.0,2.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:20:00
23912,4.0,2.0,3.0,0.0,3.0,5.0,4,2020-04-08,12:35:00
23913,4.0,4.0,4.0,0.0,4.0,5.0,4,2020-04-08,10:30:00
23914,3.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:15:00
23915,4.0,4.0,3.0,0.0,3.0,7.0,4,2020-04-08,10:35:00
23916,6.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:15:00
23917,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
23918,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,11:00:00
23919,5.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,11:00:00
23920,5.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,11:50:00
23921,3.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:10:00
23922,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:55:00
23923,3.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,08:40:00
23924,5.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,08:45:00
23925,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,11:40:00
23926,3.0,4.0,3.0,0.0,3.0,6.0,4,2020-04-08,12:25:00
23927,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,11:25:00
23928,4.0,3.0,2.0,0.0,1.0,7.0,4,2020-04-08,09:30:00
23929,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:50:00
23930,4.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:55:00
23931,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,13:55:00
23932,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,14:05:00
23933,4.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,10:15:00
23934,4.0,2.0,3.0,0.0,3.0,7.0,4,2020-04-08,11:30:00
23935,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:10:00
23936,3.0,2.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:35:00
23937,4.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:45:00
23938,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:05:00
23939,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:40:00
23940,4.0,1.0,4.0,0.0,2.0,5.0,4,2020-04-08,09:15:00
23941,3.0,4.0,3.0,0.0,1.0,7.0,4,2020-04-08,10:50:00
23942,4.0,3.0,3.0,0.0,1.0,7.0,4,2020-04-08,09:20:00
23943,5.0,3.0,2.0,0.0,1.0,5.0,4,2020-04-08,13:25:00
23944,4.0,3.0,2.0,0.0,2.0,8.0,4,2020-04-08,09:30:00
23945,4.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,10:35:00
23946,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:40:00
23947,5.0,3.0,4.0,0.0,2.0,5.0,4,2020-04-08,14:15:00
23948,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:50:00
23949,4.0,3.0,1.0,0.0,1.0,7.0,4,2020-04-08,09:25:00
23950,3.0,2.0,4.0,0.0,3.0,7.0,4,2020-04-08,11:20:00
23951,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:25:00
23952,3.0,4.0,0.0,0.0,3.0,6.0,4,2020-04-08,09:55:00
23953,5.0,2.0,3.0,0.0,3.0,7.0,4,2020-04-08,13:00:00
23954,4.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:40:00
23955,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,11:30:00
23956,3.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:25:00
23957,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:40:00
23958,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:45:00
23959,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:30:00
23960,5.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,11:20:00
23961,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:15:00
23962,4.0,2.0,4.0,0.0,3.0,6.0,4,2020-04-08,10:40:00
23963,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,12:45:00
23964,4.0,2.0,2.0,0.0,2.0,7.0,4,2020-04-08,11:35:00
23965,3.0,3.0,3.0,0.0,1.0,7.0,4,2020-04-08,09:40:00
23966,5.0,4.0,4.0,0.0,1.0,6.0,4,2020-04-08,10:25:00
23967,5.0,2.0,1.0,0.0,2.0,6.0,4,2020-04-08,10:10:00
23968,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,15:40:00
23969,4.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:20:00
23970,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:25:00
23971,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:05:00
23972,3.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,14:30:00
23973,5.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:10:00
