,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day,hour
58044,7,7,7,4,5,0,COMMUNITY HOSPITAL,2020-04-08,11:40,11
58045,7,8,7,6,5,0,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58048,7,7,7,5,6,1,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58051,6,7,7,4,6,0,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58053,6,7,7,4,6,1,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58055,7,7,9,5,8,0,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58056,7,7,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:30,11
58061,8,7,8,5,6,1,COMMUNITY HOSPITAL,2020-04-08,11:50,11
58062,8,6,8,4,6,1,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58063,6,6,7,6,5,1,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58065,7,7,8,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:30,11
58069,8,6,7,4,5,0,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58073,8,7,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58074,7,8,7,6,6,0,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58076,8,7,6,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:20,11
58082,8,7,7,4,7,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58084,7,5,7,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58086,7,8,7,4,7,0,COMMUNITY HOSPITAL,2020-04-08,11:20,11
58087,8,7,7,6,7,0,COMMUNITY HOSPITAL,2020-04-08,11:50,11
58089,8,8,7,4,7,1,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58091,7,7,7,4,6,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58093,7,7,8,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:20,11
58094,6,6,7,5,7,1,COMMUNITY HOSPITAL,2020-04-08,11:35,11
58097,8,7,7,4,6,1,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58099,7,7,7,6,6,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58104,7,7,8,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58106,7,7,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58108,7,7,7,5,5,1,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58110,7,7,8,4,6,0,COMMUNITY HOSPITAL,2020-04-08,11:50,11
58112,8,7,7,6,6,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58114,7,7,6,7,6,0,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58121,7,7,7,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58123,8,7,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58127,7,8,8,6,6,0,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58130,8,6,8,5,6,1,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58139,7,8,7,6,5,1,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58142,7,6,8,5,6,1,COMMUNITY HOSPITAL,2020-04-08,11,11
58146,7,7,6,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:05,11
58155,6,7,7,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:40,11
58157,6,7,7,5,5,1,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58162,6,8,6,4,5,0,COMMUNITY HOSPITAL,2020-04-08,11:50,11
58165,7,8,6,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:30,11
58166,7,7,7,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58167,7,8,7,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:30,11
58168,7,7,7,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:20,11
58169,5,8,7,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58172,7,8,8,4,6,1,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58179,8,6,7,4,7,1,COMMUNITY HOSPITAL,2020-04-08,11:40,11
58182,7,7,8,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58183,7,6,7,6,6,0,COMMUNITY HOSPITAL,2020-04-08,11:35,11
58184,7,7,7,4,7,0,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58193,7,8,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:50,11
58194,7,8,6,4,6,0,COMMUNITY HOSPITAL,2020-04-08,11:30,11
58195,7,8,7,5,4,0,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58196,7,8,7,6,6,0,COMMUNITY HOSPITAL,2020-04-08,11:05,11
58202,7,8,7,5,6,1,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58206,6,7,8,6,5,0,COMMUNITY HOSPITAL,2020-04-08,11:50,11
58207,6,7,8,6,6,1,COMMUNITY HOSPITAL,2020-04-08,11:05,11
58209,6,7,9,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:30,11
58210,6,7,7,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58211,6,6,8,6,6,0,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58213,8,7,6,4,7,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58214,6,7,6,6,7,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58216,7,7,7,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:30,11
58219,6,7,8,5,7,1,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58224,8,7,6,6,7,0,COMMUNITY HOSPITAL,2020-04-08,11:05,11
58229,7,7,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11,11
58231,7,8,6,6,6,1,COMMUNITY HOSPITAL,2020-04-08,11,11
58236,7,7,8,5,5,1,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58239,7,6,7,4,6,1,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58241,6,7,8,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:05,11
58243,6,7,7,7,6,0,COMMUNITY HOSPITAL,2020-04-08,11:35,11
58247,6,6,7,7,6,0,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58248,8,7,7,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:50,11
58249,7,8,6,7,7,0,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58251,7,8,7,6,7,0,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58253,8,7,7,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:35,11
58268,5,7,8,6,6,0,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58272,6,7,8,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58273,6,7,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58275,7,6,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:35,11
58277,8,7,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58283,8,8,7,6,7,1,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58287,6,7,7,4,5,0,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58290,7,7,7,4,6,0,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58291,7,8,6,5,4,1,COMMUNITY HOSPITAL,2020-04-08,11:10,11
58295,6,7,8,4,6,0,COMMUNITY HOSPITAL,2020-04-08,11:20,11
58298,6,7,7,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58300,6,7,6,5,5,0,COMMUNITY HOSPITAL,2020-04-08,11:20,11
58303,7,7,7,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58306,8,8,7,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:20,11
58308,6,6,6,5,6,1,COMMUNITY HOSPITAL,2020-04-08,11:25,11
58309,6,6,6,5,7,0,COMMUNITY HOSPITAL,2020-04-08,11:15,11
58310,7,7,8,5,5,1,COMMUNITY HOSPITAL,2020-04-08,11,11
58311,6,6,6,5,6,1,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58312,7,6,7,5,5,1,COMMUNITY HOSPITAL,2020-04-08,11:50,11
58314,7,6,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,11:05,11
58317,7,7,8,6,7,1,COMMUNITY HOSPITAL,2020-04-08,11:45,11
58319,8,7,8,5,7,1,COMMUNITY HOSPITAL,2020-04-08,11:55,11
58320,6,8,7,5,7,1,COMMUNITY HOSPITAL,2020-04-08,11:05,11
58329,8,6,6,4,5,1,COMMUNITY HOSPITAL,2020-04-08,11:40,11
58449,6,8,5,5,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58452,6,9,5,5,4,0,GOLDCARE HOSPITAL,2020-04-08,11:35,11
58453,6,9,5,4,5,1,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58454,6,9,4,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:50,11
58457,6,10,5,5,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58459,6,9,6,5,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58460,5,9,5,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58462,6,10,5,5,4,0,GOLDCARE HOSPITAL,2020-04-08,11:35,11
58464,6,9,6,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58466,7,10,3,2,6,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58469,7,9,5,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58471,7,9,5,4,6,1,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58472,7,9,5,4,6,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58473,6,9,4,3,6,0,GOLDCARE HOSPITAL,2020-04-08,11:35,11
58475,5,8,4,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58478,5,10,4,3,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58480,6,9,6,5,3,0,GOLDCARE HOSPITAL,2020-04-08,11:50,11
58484,5,9,6,3,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58487,7,9,5,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58489,5,9,5,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58492,6,9,5,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58495,6,10,5,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58497,6,8,5,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58500,5,9,6,5,4,1,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58508,6,9,5,5,5,0,GOLDCARE HOSPITAL,2020-04-08,11:50,11
58510,6,9,5,5,5,1,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58511,5,9,5,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:55,11
58512,6,9,6,5,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58513,5,9,4,5,6,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58514,5,9,6,3,4,1,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58516,5,10,6,5,6,0,GOLDCARE HOSPITAL,2020-04-08,11:55,11
58518,6,9,5,4,6,0,GOLDCARE HOSPITAL,2020-04-08,11:45,11
58521,5,10,5,3,5,0,GOLDCARE HOSPITAL,2020-04-08,11:40,11
58522,6,10,4,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58523,7,9,6,4,6,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58526,6,8,4,3,5,0,GOLDCARE HOSPITAL,2020-04-08,11:35,11
58527,6,8,4,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58529,6,9,6,4,5,1,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58530,7,9,4,2,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58532,5,9,6,4,6,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58533,7,8,4,5,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58536,7,9,5,3,4,0,GOLDCARE HOSPITAL,2020-04-08,11:55,11
58537,6,9,7,3,6,1,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58539,6,9,5,5,4,1,GOLDCARE HOSPITAL,2020-04-08,11:35,11
58542,8,9,6,3,4,1,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58543,6,9,5,3,6,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58547,7,10,4,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:35,11
58549,6,8,5,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58550,4,9,5,5,5,1,GOLDCARE HOSPITAL,2020-04-08,11:40,11
58554,5,9,5,4,4,1,GOLDCARE HOSPITAL,2020-04-08,11:35,11
58556,6,9,6,4,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58559,6,10,6,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:45,11
58560,5,10,6,3,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58562,6,9,4,3,5,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
58563,6,7,5,4,4,0,GOLDCARE HOSPITAL,2020-04-08,11:30,11
59325,2,2,3,2,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:40,11
59328,2,1,2,1,0,0,EAGLEPEAK HOSPITAL,2020-04-08,11:50,11
59340,2,2,2,2,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:30,11
59344,2,2,2,2,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:10,11
59352,3,2,2,3,2,0,EAGLEPEAK HOSPITAL,2020-04-08,11:45,11
59356,2,1,2,1,2,0,EAGLEPEAK HOSPITAL,2020-04-08,11:35,11
59360,2,1,2,2,1,0,EAGLEPEAK HOSPITAL,2020-04-08,11:20,11
59361,1,2,2,1,0,0,EAGLEPEAK HOSPITAL,2020-04-08,11:05,11
59362,2,2,0,3,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:55,11
59364,2,2,2,2,1,0,EAGLEPEAK HOSPITAL,2020-04-08,11,11
59365,1,3,2,2,2,0,EAGLEPEAK HOSPITAL,2020-04-08,11:45,11
59367,3,1,4,1,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:40,11
59368,1,1,2,2,1,0,EAGLEPEAK HOSPITAL,2020-04-08,11:05,11
59371,2,3,1,2,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:50,11
59375,2,2,1,2,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:10,11
59383,3,3,2,2,2,1,EAGLEPEAK HOSPITAL,2020-04-08,11:20,11
59385,3,2,2,2,1,0,EAGLEPEAK HOSPITAL,2020-04-08,11:20,11
59388,2,2,2,3,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:10,11
59390,2,3,4,3,1,0,EAGLEPEAK HOSPITAL,2020-04-08,11:15,11
59392,2,2,3,2,1,0,EAGLEPEAK HOSPITAL,2020-04-08,11:45,11
59395,3,0,3,1,0,0,EAGLEPEAK HOSPITAL,2020-04-08,11:25,11
59396,2,1,2,1,2,0,EAGLEPEAK HOSPITAL,2020-04-08,11:15,11
59401,2,3,3,2,0,0,EAGLEPEAK HOSPITAL,2020-04-08,11:05,11
59403,2,2,1,4,1,1,EAGLEPEAK HOSPITAL,2020-04-08,11:25,11
59405,1,1,2,2,2,1,EAGLEPEAK HOSPITAL,2020-04-08,11:15,11
59409,2,3,2,3,0,1,EAGLEPEAK HOSPITAL,2020-04-08,11,11
59412,2,2,1,1,0,1,EAGLEPEAK HOSPITAL,2020-04-08,11:50,11
59413,1,2,2,2,0,0,EAGLEPEAK HOSPITAL,2020-04-08,11:20,11
42,6,10,8,3,2,0,HIMARK GENERAL ,2020-04-09,11:45,11
83,2,5,1,10,1,0,HIMARK GENERAL ,2020-04-09,11:05,11
112,2,9,4,8,10,0,HIMARK GENERAL ,2020-04-09,11:55,11
119,9,0,8,10,10,0,HIMARK GENERAL ,2020-04-09,11:05,11
160,10,3,10,6,7,0,HIMARK GENERAL ,2020-04-09,11:40,11
201,2,10,7,10,0,0,HIMARK GENERAL ,2020-04-09,11:35,11
327,0,0,4,4,1,0,HIMARK GENERAL ,2020-04-09,11:30,11
333,0,6,1,4,6,0,HIMARK GENERAL ,2020-04-09,11:40,11
370,6,4,4,8,8,0,HIMARK GENERAL ,2020-04-09,11:55,11
1533,10,0,1,0,6,0,OLD TOWN HOSPITAL,2020-04-09,11:25,11
1776,10,9,9,2,0,0,OLD TOWN HOSPITAL,2020-04-09,11:55,11
1777,1,8,2,9,1,0,OLD TOWN HOSPITAL,2020-04-09,11:35,11
1800,6,7,9,4,8,0,OLD TOWN HOSPITAL,2020-04-09,11:30,11
1809,10,8,4,5,4,0,OLD TOWN HOSPITAL,2020-04-09,11:35,11
2029,1,10,7,2,8,0,OLD TOWN HOSPITAL,2020-04-09,11:30,11
2077,5,5,10,4,2,0,OLD TOWN HOSPITAL,2020-04-09,11:20,11
2081,1,10,5,7,10,0,OLD TOWN HOSPITAL,2020-04-09,11:20,11
2310,10,5,0,10,2,0,OLD TOWN HOSPITAL,2020-04-09,11:15,11
2346,8,5,0,7,3,0,OLD TOWN HOSPITAL,2020-04-09,11:25,11
3405,10,10,0,10,8,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,11:35,11
3526,10,2,8,5,0,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,11:40,11
3535,10,10,10,9,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,11:10,11
3676,0,5,10,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,11:20,11
3699,9,8,9,2,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,11:10,11
3760,5,2,7,4,8,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,11:50,11
4219,8,2,7,9,0,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,11,11
4284,6,3,5,3,6,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,11:40,11
5425,8,10,3,3,0,0,COMMUNITY HOSPITAL,2020-04-09,11:55,11
5495,5,5,10,7,3,0,COMMUNITY HOSPITAL,2020-04-09,11,11
5611,4,1,10,5,4,0,COMMUNITY HOSPITAL,2020-04-09,11:05,11
5881,0,10,4,5,9,0,COMMUNITY HOSPITAL,2020-04-09,11:25,11
5931,9,0,7,2,2,0,COMMUNITY HOSPITAL,2020-04-09,11:30,11
6036,8,4,8,4,0,0,COMMUNITY HOSPITAL,2020-04-09,11:50,11
6060,10,8,5,0,7,0,COMMUNITY HOSPITAL,2020-04-09,11:55,11
6081,8,9,0,10,9,0,COMMUNITY HOSPITAL,2020-04-09,11:20,11
6139,2,0,7,5,10,0,COMMUNITY HOSPITAL,2020-04-09,11:05,11
6184,8,7,2,4,4,0,COMMUNITY HOSPITAL,2020-04-09,11:45,11
6203,10,3,1,6,0,0,COMMUNITY HOSPITAL,2020-04-09,11:10,11
6259,10,3,10,3,8,1,COMMUNITY HOSPITAL,2020-04-09,11:45,11
6861,8,4,2,10,7,0,GOLDCARE HOSPITAL,2020-04-09,11:20,11
9311,5,4,0,9,1,0,EAGLEPEAK HOSPITAL,2020-04-09,11:05,11
9469,9,8,1,4,1,0,EAGLEPEAK HOSPITAL,2020-04-09,11:05,11
9495,2,10,10,9,9,1,EAGLEPEAK HOSPITAL,2020-04-09,11:40,11
9512,6,8,3,8,1,0,EAGLEPEAK HOSPITAL,2020-04-09,11:40,11
9766,1,6,0,1,2,0,EAGLEPEAK HOSPITAL,2020-04-09,11:05,11
7,5,0,4,10,8,0,HIMARK GENERAL ,2020-04-10,11,11
140,10,5,5,10,4,0,HIMARK GENERAL ,2020-04-10,11:35,11
143,4,1,2,0,8,0,HIMARK GENERAL ,2020-04-10,11,11
209,2,7,5,10,3,0,HIMARK GENERAL ,2020-04-10,11:35,11
3131,2,6,4,3,8,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:20,11
3170,8,6,2,6,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:50,11
3219,3,4,1,4,5,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:05,11
3373,1,9,0,6,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:30,11
3749,5,5,9,10,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:35,11
3953,1,10,7,8,10,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:35,11
4135,0,10,4,7,8,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:45,11
4200,7,10,1,2,6,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:45,11
4279,10,1,4,8,7,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-10,11:05,11
5553,6,7,4,4,3,0,COMMUNITY HOSPITAL,2020-04-10,11:25,11
5654,8,2,8,6,10,0,COMMUNITY HOSPITAL,2020-04-10,11:45,11
5659,7,10,0,4,5,0,COMMUNITY HOSPITAL,2020-04-10,11:35,11
5805,9,7,10,1,9,0,COMMUNITY HOSPITAL,2020-04-10,11:40,11
5820,5,7,6,3,0,0,COMMUNITY HOSPITAL,2020-04-10,11,11
5878,5,5,6,3,10,0,COMMUNITY HOSPITAL,2020-04-10,11:45,11
5962,9,9,4,5,10,0,COMMUNITY HOSPITAL,2020-04-10,11:05,11
6298,7,9,7,8,8,0,COMMUNITY HOSPITAL,2020-04-10,11:20,11
6379,1,9,5,8,1,0,COMMUNITY HOSPITAL,2020-04-10,11:40,11
6422,7,5,6,3,5,0,COMMUNITY HOSPITAL,2020-04-10,11:30,11
6762,4,10,0,2,3,1,GOLDCARE HOSPITAL,2020-04-10,11:50,11
6771,0,5,7,0,6,0,GOLDCARE HOSPITAL,2020-04-10,11:15,11
6794,8,7,7,0,10,0,GOLDCARE HOSPITAL,2020-04-10,11:15,11
6813,4,8,4,10,2,0,GOLDCARE HOSPITAL,2020-04-10,11:50,11
6933,2,9,10,7,10,0,GOLDCARE HOSPITAL,2020-04-10,11:10,11
9325,5,7,9,10,3,0,EAGLEPEAK HOSPITAL,2020-04-10,11:15,11
9466,5,1,0,6,6,0,EAGLEPEAK HOSPITAL,2020-04-10,11:25,11
9698,7,3,5,1,1,0,EAGLEPEAK HOSPITAL,2020-04-10,11,11
53,3,1,0,7,9,0,HIMARK GENERAL ,2020-04-06,12:15,12
146,2,7,7,4,9,0,HIMARK GENERAL ,2020-04-06,12,12
261,7,0,9,10,0,0,HIMARK GENERAL ,2020-04-06,12,12
1525,0,9,10,1,6,0,OLD TOWN HOSPITAL,2020-04-06,12:55,12
1671,10,2,3,9,8,0,OLD TOWN HOSPITAL,2020-04-06,12:25,12
1858,2,6,6,1,10,0,OLD TOWN HOSPITAL,2020-04-06,12:30,12
1955,7,9,7,0,8,0,OLD TOWN HOSPITAL,2020-04-06,12:50,12
2073,0,7,3,7,9,0,OLD TOWN HOSPITAL,2020-04-06,12:55,12
2109,7,0,9,10,10,0,OLD TOWN HOSPITAL,2020-04-06,12:45,12
2138,10,10,10,1,3,0,OLD TOWN HOSPITAL,2020-04-06,12:25,12
2247,1,5,8,9,6,0,OLD TOWN HOSPITAL,2020-04-06,12:10,12
2324,6,9,10,3,1,0,OLD TOWN HOSPITAL,2020-04-06,12:35,12
3253,0,9,2,9,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:45,12
3277,8,7,0,1,9,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:55,12
3395,7,10,0,10,9,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:35,12
3510,10,1,8,8,9,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:15,12
3615,1,8,8,2,0,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:55,12
3670,10,6,5,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:20,12
3826,7,1,4,10,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:15,12
3911,5,8,10,8,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:25,12
4091,6,0,7,7,10,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:55,12
4147,8,1,10,10,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:15,12
4152,8,7,10,7,6,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:40,12
4177,4,3,9,5,6,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:55,12
4214,9,3,1,8,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:15,12
4255,3,5,10,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-06,12:25,12
5415,10,1,2,10,6,0,COMMUNITY HOSPITAL,2020-04-06,12:25,12
5420,6,10,1,10,8,0,COMMUNITY HOSPITAL,2020-04-06,12:35,12
5555,4,7,2,1,7,0,COMMUNITY HOSPITAL,2020-04-06,12:30,12
5865,10,2,2,10,1,0,COMMUNITY HOSPITAL,2020-04-06,12:30,12
5958,7,4,6,7,9,0,COMMUNITY HOSPITAL,2020-04-06,12:05,12
5978,2,7,2,2,7,0,COMMUNITY HOSPITAL,2020-04-06,12:20,12
9560,9,5,5,9,0,0,EAGLEPEAK HOSPITAL,2020-04-06,12:30,12
9655,0,4,2,3,4,0,EAGLEPEAK HOSPITAL,2020-04-06,12:25,12
127,0,5,5,10,9,0,HIMARK GENERAL ,2020-04-07,12:10,12
323,5,9,9,1,6,0,HIMARK GENERAL ,2020-04-07,12:10,12
347,10,3,3,7,4,1,HIMARK GENERAL ,2020-04-07,12:50,12
1637,9,3,0,2,7,0,OLD TOWN HOSPITAL,2020-04-07,12:45,12
1693,7,2,0,9,4,0,OLD TOWN HOSPITAL,2020-04-07,12:25,12
1757,3,10,9,4,8,0,OLD TOWN HOSPITAL,2020-04-07,12:05,12
1877,3,0,1,3,10,0,OLD TOWN HOSPITAL,2020-04-07,12:15,12
1957,2,10,10,6,9,0,OLD TOWN HOSPITAL,2020-04-07,12:15,12
2141,6,9,9,0,10,0,OLD TOWN HOSPITAL,2020-04-07,12:50,12
3025,6,9,10,10,1,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:40,12
3061,10,4,8,6,9,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:25,12
3346,6,4,3,5,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:35,12
3437,10,5,7,7,10,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:45,12
3449,4,10,2,8,10,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:40,12
3755,7,5,0,6,10,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:45,12
3803,5,0,5,8,10,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:10,12
3849,2,10,9,4,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:10,12
4047,3,8,4,8,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:25,12
4137,0,6,10,6,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:25,12
4218,1,8,6,0,8,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-07,12:15,12
5444,2,8,6,2,1,0,COMMUNITY HOSPITAL,2020-04-07,12:15,12
5486,0,10,9,8,7,0,COMMUNITY HOSPITAL,2020-04-07,12:40,12
5743,6,6,9,3,6,0,COMMUNITY HOSPITAL,2020-04-07,12:05,12
5998,10,9,1,4,0,0,COMMUNITY HOSPITAL,2020-04-07,12:50,12
