,location,date,hour,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
803,9,2020-04-08,7,7.133333333333334,5.0,6.4,5.133333333333334,5.533333333333333,0.06666666666666667
806,9,2020-04-07,7,6.125,6.125,5.5,4.75,5.125,0.0
812,9,2020-04-10,7,5.25,5.5,6.583333333333333,5.75,6.166666666666667,0.16666666666666666
904,10,2020-04-06,7,6.6,5.6,5.4,0.0,5.2,0.0
941,10,2020-04-08,7,5.0,0.0,10.0,0.0,1.0,0.0
947,10,2020-04-09,7,5.0,7.333333333333333,6.333333333333333,0.0,5.333333333333333,0.0
959,10,2020-04-07,7,4.0,0.0,9.0,0.0,5.0,0.0
960,10,2020-04-10,7,8.0,8.0,0.0,0.0,9.0,0.0
981,11,2020-04-09,7,8.0,7.25,4.5,5.25,5.0,0.0
991,11,2020-04-07,7,1.0,9.0,1.5,3.0,2.5,0.0
1012,11,2020-04-06,7,10.0,9.0,9.0,1.0,10.0,0.0
1020,11,2020-04-08,7,3.3333333333333335,1.3333333333333333,7.666666666666667,7.333333333333333,8.333333333333334,0.3333333333333333
1053,11,2020-04-10,7,4.0,7.0,8.0,3.0,9.0,0.0
1095,12,2020-04-08,7,4.333333333333333,6.0,3.3333333333333335,0.0,1.0,0.0
1115,12,2020-04-10,7,4.25,2.0,5.75,0.0,2.25,0.5
1130,12,2020-04-06,7,3.25,3.75,2.75,0.0,6.5,0.0
1146,12,2020-04-09,7,5.2,5.4,3.6,0.0,3.2,0.2
1157,12,2020-04-07,7,4.5,5.5,3.0,0.0,1.0,0.0
1220,13,2020-04-10,7,2.5,0.0,5.5,0.0,8.5,0.0
1253,13,2020-04-06,7,7.5,3.0,5.5,0.0,8.5,0.0
1261,13,2020-04-08,7,5.0,0.0,2.0,0.0,6.0,0.0
1274,13,2020-04-09,7,5.0,1.0,6.0,0.0,8.0,0.0
1295,14,2020-04-08,7,3.5,4.0,8.5,0.0,4.5,0.0
1306,14,2020-04-06,7,3.375,6.0,6.0,0.0,3.625,0.125
1332,14,2020-04-09,7,6.666666666666667,5.333333333333333,4.5,0.0,3.6666666666666665,0.0
1360,14,2020-04-07,7,8.0,3.0,7.0,0.0,1.0,0.0
1421,15,2020-04-10,7,5.0,5.111111111111111,5.111111111111111,0.0,5.222222222222222,0.2222222222222222
1443,15,2020-04-06,7,4.933333333333334,5.333333333333333,6.933333333333334,0.0,5.2,0.0
1458,15,2020-04-07,7,6.833333333333333,4.5,9.0,0.0,5.0,0.0
1483,15,2020-04-09,7,4.076923076923077,5.0,6.384615384615385,0.0,4.384615384615385,0.07692307692307693
1488,15,2020-04-08,7,5.125,6.625,6.25,0.0,5.125,0.0
1533,16,2020-04-10,7,6.75,7.75,3.75,5.75,4.75,0.25
1561,16,2020-04-07,7,3.6,4.8,6.8,3.8,6.4,0.0
1571,16,2020-04-06,7,3.25,7.5,4.75,4.5,7.0,0.0
1594,16,2020-04-08,7,3.3333333333333335,5.0,8.333333333333334,3.0,6.0,0.3333333333333333
1621,16,2020-04-09,7,4.0,2.0,4.0,5.5,3.0,0.0
1640,17,2020-04-06,7,6.0,5.4,1.0,0.0,3.2,0.2
1643,17,2020-04-10,7,2.6666666666666665,4.333333333333333,6.333333333333333,0.0,5.0,0.3333333333333333
1668,17,2020-04-09,7,5.0,6.5,5.0,0.0,3.0,0.5
1679,17,2020-04-08,7,3.5,4.5,3.0,0.0,9.0,0.0
1715,17,2020-04-07,7,4.0,4.0,3.0,0.0,4.0,0.0
1723,18,2020-04-08,7,6.333333333333333,7.0,5.833333333333333,0.0,5.833333333333333,0.16666666666666666
1789,18,2020-04-06,7,10.0,2.0,3.0,0.0,4.0,0.0
1806,18,2020-04-07,7,4.666666666666667,6.0,4.0,0.0,6.666666666666667,0.0
1808,18,2020-04-10,7,5.25,4.75,5.5,0.0,7.5,0.0
1833,18,2020-04-09,7,7.0,8.0,3.0,0.0,10.0,0.0
1843,19,2020-04-07,7,5.166666666666667,5.666666666666667,3.5,0.0,4.0,0.16666666666666666
1872,19,2020-04-06,7,5.4,7.0,3.4,0.0,7.2,0.1
1879,19,2020-04-10,7,7.0,4.0,8.0,0.0,7.0,0.0
1927,19,2020-04-09,7,6.333333333333333,5.666666666666667,8.0,0.0,5.0,0.0
1931,19,2020-04-08,7,4.75,4.75,4.5,0.0,4.5,0.0
13,1,2020-04-06,8,3.3333333333333335,6.333333333333333,9.0,8.0,5.666666666666667,0.0
18,1,2020-04-10,8,4.8,5.0,3.2,7.4,5.4,0.2
36,1,2020-04-09,8,6.2,3.8,4.6,7.0,6.6,0.0
53,1,2020-04-08,8,6.551724137931035,7.182758620689655,5.5344827586206895,5.982758620689655,6.637931034482759,0.23103448275862068
65,1,2020-04-07,8,5.0,5.25,4.25,7.0,6.0,0.25
119,2,2020-04-06,8,5.818181818181818,5.181818181818182,5.0,0.0,6.181818181818182,0.0
126,2,2020-04-07,8,6.384615384615385,4.615384615384615,4.076923076923077,0.0,5.230769230769231,0.07692307692307693
197,2,2020-04-09,8,2.857142857142857,6.714285714285714,7.142857142857143,0.0,4.142857142857143,0.0
208,2,2020-04-08,8,3.011461318051576,4.051575931232092,5.025787965616046,0.08022922636103152,1.180515759312321,2.0458452722063036
235,2,2020-04-10,8,5.666666666666667,5.166666666666667,5.333333333333333,0.0,7.333333333333333,0.0
248,3,2020-04-06,8,4.733333333333333,4.866666666666666,6.066666666666666,6.2,4.533333333333333,0.0
249,3,2020-04-07,8,6.0,5.166666666666667,6.333333333333333,6.083333333333333,5.416666666666667,0.08333333333333333
282,3,2020-04-08,8,6.0195454545454545,7.974545454545455,5.995909090909091,6.985,5.025454545454545,5.9804545454545455
283,3,2020-04-09,8,5.125,7.5,4.125,6.75,5.625,0.0
331,4,2020-04-08,8,3.989130434782609,3.0652173913043477,3.2717391304347827,0.08695652173913043,2.0217391304347827,5.869565217391305
371,4,2020-04-09,8,5.0,5.5,4.5,0.0,5.0,0.5
374,4,2020-04-06,8,4.0,4.0,2.5,0.0,6.0,0.0
427,5,2020-04-06,8,5.75,5.25,6.5,6.75,3.5,0.0
445,5,2020-04-07,8,4.714285714285714,2.5714285714285716,4.0,6.0,6.428571428571429,0.0
454,5,2020-04-10,8,4.75,3.0,2.5,3.0,7.0,0.25
505,5,2020-04-08,8,3.9913793103448274,5.982758620689655,3.9913793103448274,1.2586206896551724,3.1810344827586206,1.0086206896551724
528,5,2020-04-09,8,5.0,5.5,4.0,6.0,10.0,0.0
563,6,2020-04-07,8,5.333333333333333,6.333333333333333,5.833333333333333,4.666666666666667,6.333333333333333,0.08333333333333333
569,6,2020-04-08,8,2.128654970760234,1.95906432748538,2.0409356725146197,2.087719298245614,1.9941520467836258,1.9707602339181287
584,6,2020-04-10,8,4.846153846153846,6.384615384615385,6.846153846153846,5.153846153846154,7.461538461538462,0.07692307692307693
617,6,2020-04-06,8,6.375,4.75,4.875,6.5,4.625,0.25
639,6,2020-04-09,8,6.909090909090909,5.636363636363637,6.090909090909091,5.454545454545454,5.454545454545454,0.09090909090909091
1972,7,2020-04-08,8,0.0,8.142857142857142,6.071428571428571,0.0,0.0,4.928571428571429
693,8,2020-04-10,8,6.533333333333333,6.666666666666667,4.8,0.0,4.866666666666666,0.3333333333333333
727,8,2020-04-08,8,6.936794582392777,6.945823927765237,6.957110609480813,0.10609480812641084,5.00902934537246,1.9345372460496615
730,8,2020-04-06,8,4.583333333333333,6.75,5.833333333333333,0.0,3.9166666666666665,0.0
745,8,2020-04-07,8,6.444444444444445,4.222222222222222,6.333333333333333,0.0,4.111111111111111,0.1111111111111111
769,9,2020-04-06,8,5.0,6.0,5.818181818181818,5.090909090909091,3.5454545454545454,0.0
777,9,2020-04-08,8,7.018363939899833,6.936560934891486,6.936560934891486,5.076794657762938,5.943238731218698,0.9749582637729549
815,9,2020-04-10,8,5.888888888888889,4.555555555555555,5.111111111111111,5.111111111111111,5.444444444444445,0.1111111111111111
826,9,2020-04-09,8,4.5,5.0,5.5,3.0,6.333333333333333,0.3333333333333333
851,9,2020-04-07,8,6.75,4.625,2.875,4.625,4.5,0.375
874,10,2020-04-07,8,6.5,2.5,6.0,0.0,2.0,0.0
897,10,2020-04-06,8,0.75,6.5,7.0,0.0,4.5,0.25
922,10,2020-04-10,8,6.5,7.75,4.0,0.0,6.0,0.0
952,10,2020-04-08,8,5.938775510204081,8.816326530612244,5.918367346938775,0.0,6.877551020408164,1.9183673469387754
961,10,2020-04-09,8,8.0,8.0,2.0,0.0,5.0,0.0
976,11,2020-04-10,8,3.0,5.666666666666667,8.333333333333334,6.333333333333333,3.0,0.0
978,11,2020-04-09,8,5.8,4.8,7.2,4.6,4.2,0.2
979,11,2020-04-08,8,6.011695906432749,8.984405458089668,4.949317738791423,3.98635477582846,4.9980506822612085,3.0350877192982457
1028,11,2020-04-07,8,5.0,5.5,2.5,5.0,0.5,0.0
1065,11,2020-04-06,8,9.0,9.0,10.0,10.0,10.0,0.0
1087,12,2020-04-10,8,7.5,6.5,8.25,0.0,4.5,0.0
1105,12,2020-04-09,8,9.5,4.0,7.0,0.0,5.5,0.0
1111,12,2020-04-08,8,3.104895104895105,5.8321678321678325,3.874125874125874,0.0,3.041958041958042,4.93006993006993
1202,13,2020-04-07,8,9.0,2.3333333333333335,6.0,0.0,4.333333333333333,0.0
1234,13,2020-04-10,8,8.5,6.5,6.5,0.0,1.5,0.0
1264,13,2020-04-06,8,4.25,5.25,8.0,0.0,3.25,0.25
1978,13,2020-04-08,8,3.9056603773584904,3.9056603773584904,3.9245283018867925,0.11320754716981132,3.69811320754717,1.4150943396226414
1308,14,2020-04-08,8,6.0246659815005135,6.984583761562178,6.959917780061665,0.06166495375128469,4.972250770811922,3.9763617677286742
1313,14,2020-04-07,8,3.5,8.0,5.0,0.0,4.5,0.0
1323,14,2020-04-09,8,5.5,7.0,4.5,0.0,4.0,0.0
1327,14,2020-04-06,8,4.833333333333333,3.3333333333333335,7.666666666666667,0.0,3.8333333333333335,0.0
1358,14,2020-04-10,8,5.176470588235294,5.235294117647059,6.882352941176471,0.0,5.9411764705882355,0.0
1426,15,2020-04-06,8,5.0,3.125,6.875,0.0,5.25,0.125
1441,15,2020-04-07,8,6.0,4.777777777777778,5.555555555555555,0.0,7.555555555555555,0.2222222222222222
1463,15,2020-04-08,8,3.1014925373134328,3.065671641791045,3.1194029850746268,0.1582089552238806,2.1850746268656716,2.9223880597014924
1492,15,2020-04-10,8,3.0,7.2,3.2,0.0,6.7,0.0
1502,15,2020-04-09,8,6.4,4.4,5.6,0.0,6.0,0.0
1520,16,2020-04-08,8,3.08955223880597,3.0970149253731343,3.2611940298507465,3.0970149253731343,2.208955223880597,1.208955223880597
1572,16,2020-04-07,8,4.8,7.4,7.2,7.0,5.0,0.0
1579,16,2020-04-10,8,6.333333333333333,7.833333333333333,4.833333333333333,4.0,5.666666666666667,0.16666666666666666
1614,16,2020-04-09,8,6.0,8.333333333333334,7.333333333333333,4.333333333333333,9.0,0.3333333333333333
1625,16,2020-04-06,8,5.5,3.0,5.5,10.0,3.0,0.0
1654,17,2020-04-09,8,5.0,3.5,6.5,0.0,3.0,0.0
1658,17,2020-04-08,8,0.9323308270676691,6.969924812030075,6.007518796992481,0.14285714285714285,3.0977443609022557,1.9699248120300752
1662,17,2020-04-07,8,8.5,7.0,6.0,0.0,0.5,0.5
1670,17,2020-04-06,8,7.0,5.5,5.5,0.0,7.0,0.5
1678,17,2020-04-10,8,9.0,7.333333333333333,7.333333333333333,0.0,9.0,0.0
1730,18,2020-04-07,8,6.0,4.0,3.3333333333333335,0.0,2.6666666666666665,0.0
1731,18,2020-04-06,8,6.0,4.333333333333333,4.5,0.0,4.333333333333333,0.0
1758,18,2020-04-10,8,5.75,5.75,5.625,0.75,4.875,0.125
1802,18,2020-04-09,8,6.0,2.75,5.25,0.0,5.25,0.0
1832,18,2020-04-08,8,2.9918166939443536,7.081833060556465,4.016366612111293,0.0851063829787234,5.040916530278232,3.9754500818330607
1887,19,2020-04-07,8,4.571428571428571,5.571428571428571,6.571428571428571,0.0,5.142857142857143,0.0
1893,19,2020-04-08,8,1.3177570093457944,2.289719626168224,2.1869158878504673,0.09345794392523364,2.9813084112149535,2.7476635514018692
1919,19,2020-04-10,8,6.25,6.25,6.25,0.0,7.5,0.0
1938,19,2020-04-06,8,8.5,2.0,8.0,0.0,5.0,0.0
1952,19,2020-04-09,8,4.5,3.5,7.0,0.0,2.0,0.5
32,1,2020-04-09,9,1.25,5.0,5.75,4.5,3.75,0.0
56,1,2020-04-07,9,4.0,2.0,5.0,7.25,4.5,0.0
73,1,2020-04-10,9,2.25,8.0,3.25,7.25,4.75,0.0
109,1,2020-04-08,9,5.597916666666666,5.835416666666666,5.23125,5.425,5.683333333333334,0.39375
113,1,2020-04-06,9,7.333333333333333,3.0,7.666666666666667,5.333333333333333,8.666666666666666,0.0
152,2,2020-04-10,9,5.615384615384615,4.769230769230769,4.538461538461538,0.0,4.769230769230769,0.0
164,2,2020-04-06,9,5.6,6.8,5.4,0.0,4.9,0.3
177,2,2020-04-08,9,3.030222222222222,4.026666666666666,5.0328888888888885,0.11288888888888889,1.0524444444444445,2.010666666666667
210,2,2020-04-09,9,7.333333333333333,3.3333333333333335,3.0,0.0,3.6666666666666665,0.0
219,2,2020-04-07,9,6.6,6.2,6.3,0.0,4.4,0.0
251,3,2020-04-06,9,5.75,4.75,5.125,6.125,2.625,0.0
271,3,2020-04-08,9,6.109165207238762,8.061295971978984,6.10507880910683,7.0969060128429655,5.0969060128429655,5.824284880326912
272,3,2020-04-09,9,6.416666666666667,6.0,5.0,6.333333333333333,6.0,0.08333333333333333
299,3,2020-04-07,9,6.25,6.166666666666667,5.833333333333333,3.8333333333333335,5.666666666666667,0.08333333333333333
343,4,2020-04-08,9,4.866319444444445,3.8559027777777777,3.8177083333333335,0.1111111111111111,2.8975694444444446,4.685763888888889
388,4,2020-04-07,9,9.0,10.0,10.0,0.0,6.0,0.0
396,4,2020-04-09,9,5.666666666666667,7.666666666666667,5.666666666666667,0.0,3.3333333333333335,0.0
406,4,2020-04-06,9,6.0,9.0,0.0,0.0,7.0,0.0
418,5,2020-04-06,9,2.0,6.75,8.5,7.0,7.0,0.25
476,5,2020-04-07,9,5.666666666666667,3.6666666666666665,7.333333333333333,2.6666666666666665,5.666666666666667,0.3333333333333333
503,5,2020-04-10,9,2.0,10.0,10.0,9.0,8.0,0.0
520,5,2020-04-08,9,3.9174311926605503,6.045871559633028,4.042813455657492,1.0275229357798166,3.110091743119266,0.908256880733945
538,6,2020-04-06,9,4.777777777777778,5.777777777777778,5.111111111111111,3.6666666666666665,4.333333333333333,0.1111111111111111
553,6,2020-04-10,9,7.0,6.857142857142857,5.571428571428571,6.571428571428571,4.142857142857143,0.0
567,6,2020-04-09,9,4.9,6.2,5.8,5.2,3.7,0.2
594,6,2020-04-07,9,5.733333333333333,5.333333333333333,6.133333333333334,6.466666666666667,5.266666666666667,0.2
645,6,2020-04-08,9,2.081081081081081,2.027027027027027,2.1321321321321323,2.1471471471471473,2.111111111111111,1.9039039039039038
664,7,2020-04-06,9,0.0,9.0,4.0,0.0,0.0,0.0
1968,7,2020-04-08,9,0.2786885245901639,8.01639344262295,6.0,0.0,0.2459016393442623,5.032786885245901
669,8,2020-04-09,9,8.406664278036546,8.410247223217485,8.445360085990684,0.09566463633106413,6.474740236474382,1.8803296309566464
687,8,2020-04-07,9,7.230769230769231,4.076923076923077,6.923076923076923,0.0,4.461538461538462,0.0
698,8,2020-04-06,9,3.75,6.5,7.0,0.0,3.875,0.0
709,8,2020-04-10,9,4.0,6.833333333333333,7.0,0.0,5.5,0.0
735,8,2020-04-08,9,6.997412008281573,6.9730848861283645,6.986024844720497,0.08229813664596274,4.9937888198757765,1.975672877846791
772,9,2020-04-10,9,4.666666666666667,6.0,5.333333333333333,7.0,4.166666666666667,0.16666666666666666
799,9,2020-04-09,9,5.428571428571429,5.428571428571429,5.142857142857143,3.857142857142857,5.857142857142857,0.0
816,9,2020-04-07,9,7.0,5.833333333333333,4.333333333333333,4.5,6.166666666666667,0.0
830,9,2020-04-06,9,6.75,5.916666666666667,3.8333333333333335,6.0,4.416666666666667,0.16666666666666666
831,9,2020-04-08,9,6.964189794091316,6.9874664279319605,6.943598925693823,5.054610564010743,5.997314234556849,0.9955237242614146
875,10,2020-04-07,9,7.75,4.75,4.0,0.0,7.0,0.25
883,10,2020-04-09,9,5.0,4.833333333333333,6.5,0.0,4.5,0.16666666666666666
901,10,2020-04-10,9,9.0,5.0,7.5,0.0,1.0,0.5
948,10,2020-04-06,9,5.0,9.0,7.0,0.0,2.0,0.0
977,11,2020-04-08,9,6.062611806797853,8.94454382826476,5.04830053667263,4.01252236135957,4.983899821109123,3.0232558139534884
994,11,2020-04-09,9,7.25,8.75,6.25,8.0,8.0,0.25
1023,11,2020-04-06,9,5.0,6.0,0.0,0.0,10.0,0.0
1049,11,2020-04-07,9,4.0,8.0,8.0,8.0,2.0,0.0
1072,12,2020-04-10,9,8.25,6.75,4.25,0.0,6.0,0.5
1078,12,2020-04-09,9,9.0,1.0,8.0,0.0,0.0,0.0
1140,12,2020-04-08,9,2.988118811881188,5.976237623762376,4.0,0.12277227722772277,2.9188118811881187,4.994059405940594
1141,12,2020-04-07,9,5.0,0.0,10.0,0.0,10.0,0.0
1154,12,2020-04-06,9,4.25,5.5,5.0,0.0,8.5,0.25
1174,13,2020-04-07,9,5.0,6.5,2.5,0.0,5.0,0.0
1206,13,2020-04-06,9,1.3333333333333333,5.0,8.666666666666666,0.0,5.666666666666667,0.0
1208,13,2020-04-10,9,5.0,5.0,1.0,0.0,1.0,0.0
1236,13,2020-04-08,9,3.6878612716763004,3.61271676300578,3.6416184971098264,0.07514450867052024,3.7167630057803467,1.716763005780347
1272,13,2020-04-09,9,2.0,10.0,3.0,0.0,2.0,1.0
1286,14,2020-04-08,9,6.010495626822157,6.976093294460641,6.993586005830903,0.05889212827988338,5.037900874635569,4.026239067055394
1305,14,2020-04-10,9,3.3333333333333335,6.5,5.666666666666667,0.0,6.666666666666667,0.0
1318,14,2020-04-06,9,6.2,6.2,5.6,0.0,8.2,0.0
1380,14,2020-04-07,9,7.666666666666667,6.666666666666667,2.3333333333333335,0.0,5.333333333333333,0.3333333333333333
1386,14,2020-04-09,9,6.0,7.0,3.5,0.0,8.5,0.5
1459,15,2020-04-06,9,6.411764705882353,5.588235294117647,4.823529411764706,0.5882352941176471,4.705882352941177,0.11764705882352941
1465,15,2020-04-08,9,3.0046783625730993,3.0198830409356727,3.0140350877192983,0.06432748538011696,2.0339181286549706,2.9964912280701754
1471,15,2020-04-10,9,5.833333333333333,5.333333333333333,3.3333333333333335,1.1666666666666667,4.333333333333333,0.0
1473,15,2020-04-09,9,4.625,7.125,5.125,0.0,5.875,0.25
1497,15,2020-04-07,9,5.555555555555555,6.888888888888889,5.888888888888889,1.2222222222222223,7.333333333333333,0.1111111111111111
1562,16,2020-04-10,9,4.333333333333333,4.833333333333333,5.833333333333333,6.666666666666667,6.166666666666667,0.16666666666666666
1574,16,2020-04-06,9,0.0,5.5,1.0,7.5,6.0,0.0
1586,16,2020-04-08,9,3.6614906832298137,3.770186335403727,3.670807453416149,3.6770186335403725,2.6677018633540373,0.8385093167701864
1596,16,2020-04-07,9,6.0,7.666666666666667,7.666666666666667,2.3333333333333335,9.666666666666666,0.0
1603,16,2020-04-09,9,3.0,10.0,3.0,7.0,3.0,0.0
1635,17,2020-04-07,9,4.5,6.5,6.5,0.0,4.0,0.0
1639,17,2020-04-10,9,3.0,10.0,8.0,0.0,10.0,0.0
1644,17,2020-04-09,9,6.333333333333333,7.333333333333333,5.666666666666667,0.0,2.6666666666666665,0.3333333333333333
1673,17,2020-04-08,9,1.0609756097560976,7.03170731707317,5.95609756097561,0.08292682926829269,2.9634146341463414,2.0195121951219512
1690,17,2020-04-06,9,5.333333333333333,6.0,7.333333333333333,0.0,2.3333333333333335,0.0
1726,18,2020-04-09,9,1.5,8.0,5.0,0.0,4.0,0.0
1749,18,2020-04-10,9,5.25,4.75,6.75,0.0,6.0,0.25
1751,18,2020-04-07,9,6.75,1.25,5.5,0.0,4.25,0.0
1753,18,2020-04-06,9,6.666666666666667,5.333333333333333,4.5,0.0,5.833333333333333,0.16666666666666666
1825,18,2020-04-08,9,3.0252032520325205,7.016260162601626,3.989430894308943,0.04959349593495935,4.986178861788618,3.973170731707317
1848,19,2020-04-08,9,1.2139303482587065,2.029850746268657,2.1243781094527363,0.04477611940298507,3.0646766169154227,2.890547263681592
1855,19,2020-04-10,9,4.0,5.666666666666667,4.5,0.0,6.166666666666667,0.3333333333333333
1865,19,2020-04-07,9,8.0,5.833333333333333,7.5,0.6666666666666666,5.0,0.0
1881,19,2020-04-09,9,8.833333333333334,6.166666666666667,5.666666666666667,0.0,3.6666666666666665,0.0
1944,19,2020-04-06,9,5.333333333333333,6.333333333333333,6.333333333333333,0.0,1.0,0.3333333333333333
14,1,2020-04-06,10,3.6666666666666665,3.6666666666666665,5.0,5.333333333333333,4.333333333333333,0.0
61,1,2020-04-07,10,5.0,4.333333333333333,3.0,7.0,5.0,0.6666666666666666
94,1,2020-04-08,10,3.7777777777777777,3.3585858585858586,4.5606060606060606,4.095959595959596,3.7777777777777777,0.5858585858585859
100,1,2020-04-09,10,6.333333333333333,3.3333333333333335,6.0,3.0,4.666666666666667,0.3333333333333333
117,2,2020-04-10,10,4.285714285714286,4.142857142857143,6.0,0.0,7.714285714285714,0.14285714285714285
121,2,2020-04-07,10,5.0,5.125,3.9375,0.5625,4.9375,0.125
125,2,2020-04-09,10,4.6923076923076925,6.230769230769231,5.0,0.0,5.923076923076923,0.0
193,2,2020-04-06,10,4.714285714285714,5.428571428571429,3.4285714285714284,0.0,7.142857142857143,0.14285714285714285
201,2,2020-04-08,10,3.0398505603985058,4.009962640099626,5.011207970112079,0.0859277708592777,1.0224159402241595,1.692403486924035
273,3,2020-04-07,10,4.5,6.5,6.875,5.25,3.5,0.0
276,3,2020-04-06,10,5.8,4.8,5.8,4.2,6.0,0.0
295,3,2020-04-09,10,5.0,6.2,6.2,7.1,5.2,0.2
338,4,2020-04-09,10,9.0,0.0,10.0,0.0,2.0,0.0
352,4,2020-04-07,10,6.0,3.6666666666666665,5.666666666666667,0.0,4.333333333333333,0.0
357,4,2020-04-06,10,9.0,10.0,6.0,0.0,10.0,0.0
403,4,2020-04-08,10,4.852941176470588,3.8907563025210083,3.8718487394957983,0.05042016806722689,2.947478991596639,4.436974789915967
424,5,2020-04-06,10,9.0,4.0,10.0,9.0,2.0,0.0
489,5,2020-04-07,10,6.0,5.333333333333333,3.0,8.333333333333334,2.6666666666666665,0.0
501,5,2020-04-10,10,6.0,3.8,9.4,5.4,6.0,0.2
514,5,2020-04-09,10,6.6,6.2,6.8,3.2,5.8,0.0
529,5,2020-04-08,10,3.951923076923077,5.985576923076923,4.019230769230769,1.0576923076923077,2.9278846153846154,0.7740384615384616
559,6,2020-04-06,10,5.2727272727272725,4.454545454545454,6.181818181818182,5.090909090909091,5.909090909090909,0.0
564,6,2020-04-09,10,7.0,7.5,3.5,3.8333333333333335,2.1666666666666665,0.0
572,6,2020-04-10,10,7.0,4.076923076923077,5.846153846153846,6.538461538461538,4.6923076923076925,0.07692307692307693
592,6,2020-04-08,10,2.1092436974789917,1.9831932773109244,2.0210084033613445,2.096638655462185,2.180672268907563,1.3571428571428572
624,6,2020-04-07,10,5.4,7.7,5.6,4.3,7.2,0.0
659,7,2020-04-07,10,0.0,0.0,8.0,0.0,0.0,0.0
1970,7,2020-04-08,10,0.0,7.911764705882353,5.882352941176471,0.0,0.0,4.9411764705882355
673,8,2020-04-07,10,7.0,5.555555555555555,4.555555555555555,0.0,4.555555555555555,0.0
694,8,2020-04-10,10,6.5,6.5,3.1,0.3,4.5,0.0
703,8,2020-04-08,10,7.3135658914728685,7.348449612403101,7.293410852713178,0.07635658914728682,5.335658914728683,1.8643410852713178
704,8,2020-04-09,10,5.625,4.75,6.625,0.0,5.0,0.0
743,8,2020-04-06,10,5.333333333333333,5.333333333333333,4.833333333333333,0.16666666666666666,6.833333333333333,0.0
760,9,2020-04-09,10,6.625,5.625,5.75,5.25,5.625,0.25
761,9,2020-04-08,10,6.981343283582089,6.9664179104477615,6.985074626865671,5.037313432835821,6.017412935323383,0.8432835820895522
795,9,2020-04-06,10,6.1,3.5,6.4,4.8,3.7,0.0
824,9,2020-04-10,10,6.666666666666667,3.0,3.3333333333333335,6.833333333333333,7.666666666666667,0.0
840,9,2020-04-07,10,5.0,6.0,5.636363636363637,5.7272727272727275,5.454545454545454,0.09090909090909091
876,10,2020-04-09,10,3.3333333333333335,6.333333333333333,6.666666666666667,0.0,8.333333333333334,0.0
937,10,2020-04-06,10,4.0,4.0,6.2,0.0,4.2,0.0
940,10,2020-04-07,10,5.666666666666667,5.666666666666667,4.333333333333333,0.0,5.333333333333333,0.0
958,10,2020-04-10,10,8.0,4.0,4.0,0.0,9.0,0.0
1056,11,2020-04-09,10,4.5,7.0,8.0,6.5,6.5,0.5
1066,11,2020-04-10,10,9.0,7.0,6.0,1.0,5.0,0.0
1097,12,2020-04-07,10,4.0,6.0,7.5,0.0,8.5,0.0
1103,12,2020-04-08,10,3.090551181102362,5.988188976377953,4.039370078740157,0.07874015748031496,3.0196850393700787,4.641732283464567
1127,12,2020-04-06,10,5.0,9.0,5.0,0.0,5.5,0.0
1138,12,2020-04-09,10,6.0,6.75,5.5,0.0,8.0,0.25
1204,13,2020-04-09,10,4.5,6.25,3.5,0.0,6.5,0.0
1214,13,2020-04-08,10,3.2357142857142858,3.1285714285714286,3.15,0.06428571428571428,3.25,1.85
1244,13,2020-04-07,10,5.0,7.0,7.0,0.0,7.0,0.0
1246,13,2020-04-10,10,9.0,10.0,6.0,0.0,5.0,0.0
1303,14,2020-04-08,10,6.009389671361502,7.045774647887324,7.017605633802817,0.028169014084507043,5.002347417840376,3.5610328638497655
1340,14,2020-04-10,10,7.0,8.25,6.75,0.0,7.5,0.25
1374,14,2020-04-07,10,2.5,3.5,1.0,0.0,5.0,0.0
1375,14,2020-04-06,10,6.75,5.5,2.5,0.0,4.0,0.0
1381,14,2020-04-09,10,7.5,5.75,4.5,0.0,3.0,0.0
1401,15,2020-04-10,10,5.75,6.5,4.75,0.0,5.916666666666667,0.0
1403,15,2020-04-06,10,4.5,5.785714285714286,5.428571428571429,0.0,4.714285714285714,0.0
1429,15,2020-04-09,10,5.818181818181818,3.727272727272727,4.636363636363637,0.0,4.545454545454546,0.0
1452,15,2020-04-08,10,3.0828729281767955,3.0755064456721914,3.0994475138121547,0.09760589318600368,2.1197053406998156,2.5156537753222836
1490,15,2020-04-07,10,5.428571428571429,4.571428571428571,4.714285714285714,0.0,4.142857142857143,0.14285714285714285
1510,16,2020-04-06,10,6.111111111111111,3.2222222222222223,4.222222222222222,4.777777777777778,5.555555555555555,0.0
1537,16,2020-04-09,10,3.4,4.0,6.0,6.6,7.0,0.2
1539,16,2020-04-10,10,7.571428571428571,3.7142857142857144,3.4285714285714284,4.0,5.857142857142857,0.42857142857142855
1553,16,2020-04-08,10,3.994949494949495,4.025252525252525,4.02020202020202,3.9444444444444446,2.898989898989899,0.5202020202020202
1583,16,2020-04-07,10,4.0,5.0,4.0,6.0,3.0,0.0
1656,17,2020-04-06,10,2.0,6.5,5.5,0.0,5.75,0.0
1663,17,2020-04-09,10,4.333333333333333,4.666666666666667,8.0,0.0,4.0,0.0
1979,17,2020-04-08,10,1.0268456375838926,7.100671140939597,5.969798657718121,0.0738255033557047,3.033557046979866,1.8288590604026846
1722,18,2020-04-06,10,5.2,6.6,4.0,0.0,4.2,0.0
